"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"AFB","Alliance National Municipal Income Fund Inc","13.37","384212727.36","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","14.03","135649770.53","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"ARLP","Alliance Resource Partners, L.P.","18.26","1354687195.84","n/a","United States","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","11.21","964874899.74","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","25.54","2497111642.12","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","60.45","6852637691.25","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"NCV","AllianzGI Convertible & Income Fund","5.78","443644032.94","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","5.11","376260179.19","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","17.74","0","n/a","United States","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","18.41","510122045.65","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.47","1178718332.75","n/a","United States","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AHPI","Allied Healthcare Products, Inc.","1.23","9873390.81","n/a","United States","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","20.5","190514618","n/a","United States","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.7","74706065.1","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALSN","Allison Transmission Holdings, Inc.","27.7","4737581691","n/a","United States","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"MDRX","Allscripts Healthcare Solutions, Inc.","14.85","2806874235","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","63.37","24543592373.12","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","26","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","25.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","27.3","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","27.66","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","27.34","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","26.7","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","19.36","9326722185.44","n/a","United States","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","25.4","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALLY^B","Ally Financial Inc.","25.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^b",
"AFAM","Almost Family Inc","39.47","387719020.04","n/a","United States","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","102.86","8715914822.02","n/a","United States","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"ALJ","Alon USA Energy, Inc.","16.95","1202779813.95","n/a","United States","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","24.84","1552749368.76","n/a","United States","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"GOOG","Alphabet Inc.","738.41","507823138349.24","n/a","United States","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","759.94","522629861130.16","n/a","United States","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","22.1837","23292885","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","0.23","23253305.67","n/a","United States","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"AGD","Alpine Global Dynamic Dividend Fund","9.06","114183922.92","n/a","United States","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","5.83","501126797.27","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","7.92","861243229.44","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"ALTR","Altera Corporation","52.69","15957555404.89","n/a","United States","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr",
"ALTV","Alteva (D/B/A)","4.57","27334778.64","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/altv",
"AAMC","Altisource Asset Management Corp","13.15","29103869.3","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/aamc",
"RESI","Altisource Residential Corporation","12.98","726761271.94","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"AIMC","Altra Industrial Motion Corp.","27.03","703122226.83","n/a","United States","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"MO","Altria Group","57.46","112660640679.86","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"AMAG","AMAG Pharmaceuticals, Inc.","26.2","909242808.8","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRK","A-Mark Precious Metals, Inc.","15.23","106207151.27","n/a","United States","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","661.27","309978251046.35","n/a","United States","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.2","684311919.2","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","6.46","0","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","54.98","1740771591.88","n/a","United States","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","80.43","5822239709.58","n/a","United States","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DIT","AMCON Distributing Company","80.5","51096650.5","n/a","United States","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dit",
"AMDA","Amedica Corporation","0.104","6838845.624","n/a","United States","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","39.88","1343605056","n/a","United States","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","432.77","8485662412.76","n/a","United States","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","43.7","10603140672.6","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","6.66","309809160.72","n/a","United States","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"ASBI","Ameriana Bancorp","24.15","73494777.3","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbi",
"ATAX","America First Multifamily Investors, L.P.","5.39","324763281.92","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AAL","American Airlines Group, Inc.","42.3","26662770299.7","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","39.85","1807050134.7","n/a","United States","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","22.14","1683675288.54","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","39.88","4479696033.32","n/a","United States","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AGNC","American Capital Agency Corp.","18.07","6260352999.81","n/a","United States","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","American Capital Agency Corp.","24.35","8436059521.05","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","American Capital Agency Corp.","25.7","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"MTGE","American Capital Mortgage Investment Corp.","15.05","752657212.3","n/a","United States","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"MTGEP","American Capital Mortgage Investment Corp.","24.65","49300000","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep",
"ACSF","American Capital Senior Floating, Ltd.","10.24","102401024","n/a","United States","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"ACAS","American Capital, Ltd.","14.37","3788532651.63","n/a","United States","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"GNOW","American Caresource Holdings Inc","1.05","7081045.65","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/gnow",
"ADGE","American DG Energy Inc.","0.46","23316983.24","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/adge",
"AEO","American Eagle Outfitters, Inc.","15.35","2999840798.8","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","56.32","27642836080.64","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","2.49","20548881.87","n/a","United States","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AEL","American Equity Investment Life Holding Company","26.9","2193658658.1","n/a","United States","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","72.74","71594048439.02","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFA","American Financial Group, Inc.","25.69","0","n/a","United States","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","72.61","6342418659.27","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.44","0","n/a","United States","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","24.92","0","n/a","United States","2015","n/a","n/a","http://www.nasdaq.com/symbol/afgh",
"AFW","American Financial Group, Inc.","26.57","0","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMIC","American Independence Corp.","9.9","80072239.5","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"AIG","American International Group, Inc.","61.98","76670035493.76","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"AMID","American Midstream Partners, LP","9","285759486","n/a","United States","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AMNB","American National Bankshares, Inc.","25.32","218684839.44","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","105.79","2844851996.58","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APEI","American Public Education, Inc.","22.1","359485031.1","n/a","United States","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","54.5","1081526939.5","n/a","United States","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"ARL","American Realty Investors, Inc.","4.96","76951225.6","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARPI","American Residential Properties, Inc.","16.03","516347555.78","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arpi",
"AMRB","American River Bankshares","10.64","78136425.36","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"ASEI","American Science and Engineering, Inc.","43.11","308987648.64","n/a","United States","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei",
"AMS","American Shared Hospital Services","1.9312","10359240.6864","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ams",
"AMSWA","American Software, Inc.","9.94","284611363.96","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AWR","American States Water Company","40.89","1501818060.72","n/a","United States","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AMSC","American Superconductor Corporation","3.93","55026515.94","n/a","United States","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMT","American Tower Corporation (REIT)","99.63","42200296236.36","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
